order_id,customer_id,customer_name,order_date,product_category,product_subcategory,product_name,quantity,unit_price,discount,shipping_cost,payment_method,shipping_mode,city,state,region,order_status,customer_age,customer_gender,revenue,gross_revenue,discount_amount,net_revenue,profit_margin,year,month,month_name,quarter,week,day_of_week,is_weekend,is_delivered,is_returned
ORD02989,CUST0783,Customer_783,2024-07-27,Electronics,Tablets,Tablets Item 6,1.0,18701.26,0.21,289.33,UPI,Express,Pune,Maharashtra,West,Delivered,41.0,Male,14774.0,18701.26,3927.26,14484.67,0.7745,2024,7,Jul,3,30,Saturday,True,1,0
ORD02990,CUST0422,Customer_422,2024-10-04,Clothing,Men's Wear,Men's Wear Item 6,4.0,20148.73,0.27,21.67,UPI,Economy,Delhi,Delhi,North,Delivered,60.0,Male,58834.29,80594.92,21760.63,58812.62,0.7297,2024,10,Oct,4,40,Friday,False,1,0
ORD02991,CUST0114,Customer_114,2024-07-06,Beauty,Fragrances,Fragrances Item 15,3.0,33803.73,0.22,94.02,Net Banking,Economy,Jaipur,Rajasthan,North,Pending,37.0,Male,79100.73,101411.19,22310.46,79006.71,0.7791,2024,7,Jul,3,27,Saturday,True,0,0
ORD02992,CUST0235,Customer_235,2024-01-27,Home & Kitchen,Appliances,Appliances Item 47,2.0,14757.75,0.06,471.31,Credit Card,Standard,Chennai,Tamil Nadu,South,Delivered,43.0,Male,27744.57,29515.5,1770.93,27273.26,0.924,2024,1,Jan,1,4,Saturday,True,1,0
ORD02993,CUST0393,Customer_393,2024-06-06,Books,Fiction,Fiction Item 11,1.0,18534.56,0.2,424.66,Wallet,Economy,Lucknow,Uttar Pradesh,North,Delivered,36.0,Female,14827.65,18534.56,3706.91,14402.99,0.7771,2024,6,Jun,2,23,Thursday,False,1,0
ORD02994,CUST0300,Customer_300,2024-10-04,Clothing,Men's Wear,Men's Wear Item 38,1.0,7514.17,0.24,365.35,Cash on Delivery,Economy,Ahmedabad,Gujarat,West,Cancelled,55.0,Female,5710.77,7514.17,1803.4,5345.42,0.7114,2024,10,Oct,4,40,Friday,False,0,0
ORD02995,CUST0300,Customer_300,2024-07-09,Clothing,Men's Wear,Men's Wear Item 15,4.0,15749.73,0.23,346.36,Wallet,Standard,Ahmedabad,Gujarat,West,Pending,51.0,Female,48509.17,62998.92,14489.75,48162.81,0.7645,2024,7,Jul,3,28,Tuesday,False,0,0
ORD02996,CUST0363,Customer_363,2024-06-26,Home & Kitchen,Appliances,Appliances Item 34,4.0,9890.42,0.35,171.16,Credit Card,Same Day,Lucknow,Uttar Pradesh,North,Returned,59.0,Other,25715.09,39561.68,13846.59,25543.93,0.6457,2024,6,Jun,2,26,Wednesday,False,0,1
ORD02997,CUST0413,Customer_413,2024-04-20,Clothing,Women's Wear,Women's Wear Item 29,5.0,44759.2,0.16,315.85,Net Banking,Economy,Ahmedabad,Gujarat,West,Pending,41.0,Female,187988.64,223796.0,35807.36,187672.79,0.8386,2024,4,Apr,2,16,Saturday,True,0,0
ORD02998,CUST0547,Customer_547,2024-02-11,Home & Kitchen,Appliances,Appliances Item 41,4.0,17852.14,0.09,19.48,UPI,Standard,Delhi,Delhi,North,Delivered,38.0,Male,64981.79,71408.56,6426.77,64962.31,0.9097,2024,2,Feb,1,6,Sunday,True,1,0
ORD02999,CUST0423,Customer_423,2024-01-26,Home & Kitchen,Decor,Decor Item 31,2.0,5939.31,0.24,443.19,Debit Card,Economy,Mumbai,Maharashtra,West,Cancelled,33.0,Male,9027.75,11878.62,2850.87,8584.56,0.7227,2024,1,Jan,1,4,Friday,False,0,0
ORD03000,CUST0205,Customer_205,2024-02-03,Books,Non-Fiction,Non-Fiction Item 28,5.0,20681.76,0.21,152.29,Net Banking,Economy,Ahmedabad,Gujarat,West,Delivered,25.0,Female,81692.95,103408.8,21715.85,81540.66,0.7885,2024,2,Feb,1,5,Saturday,True,1,0
ORD03001,CUST0742,Customer_742,2024-12-31,Sports,Fitness,Fitness Item 17,4.0,40297.91,0.01,78.84,Wallet,Same Day,Chennai,Tamil Nadu,South,Delivered,42.0,Male,159579.72,161191.64,1611.92,159500.88,0.9895,2024,12,Dec,4,1,Tuesday,False,1,0
ORD03002,CUST0044,Customer_44,2024-01-01,Books,Fiction,Fiction Item 31,4.0,32013.39,0.27,173.63,Wallet,Economy,Kolkata,West Bengal,East,Cancelled,39.0,Male,93479.1,128053.56,34574.46,93305.47,0.7286,2024,1,Jan,1,1,Monday,False,0,0
ORD03003,CUST0019,Customer_19,2024-07-16,Clothing,Women's Wear,Women's Wear Item 33,3.0,36066.3,0.25,239.16,Wallet,Standard,Mumbai,Maharashtra,West,Delivered,27.0,Other,81149.18,108198.9,27049.72,80910.02,0.7478,2024,7,Jul,3,29,Tuesday,False,1,0
ORD03004,CUST0178,Customer_178,2024-02-04,Books,Self-Help,Self-Help Item 43,4.0,1420.9,0.33,214.53,Cash on Delivery,Standard,Ahmedabad,Gujarat,West,Returned,27.0,Female,3808.01,5683.6,1875.59,3593.48,0.6323,2024,2,Feb,1,5,Sunday,True,0,1
ORD03005,CUST0241,Customer_241,2024-01-21,Books,Fiction,Fiction Item 44,3.0,19509.31,0.14,112.98,Wallet,Standard,Bengaluru,Karnataka,South,Returned,40.0,Other,50334.02,58527.93,8193.91,50221.04,0.8581,2024,1,Jan,1,3,Sunday,True,0,1
ORD03006,CUST0418,Customer_418,2024-12-25,Electronics,Laptops,Laptops Item 7,2.0,8396.16,0.38,479.7,Debit Card,Standard,Pune,Maharashtra,West,Pending,19.0,Female,10411.24,16792.32,6381.08,9931.54,0.5914,2024,12,Dec,4,52,Wednesday,False,0,0
ORD03007,CUST0267,Customer_267,2024-09-05,Clothing,Accessories,Accessories Item 17,5.0,9749.2,0.12,273.54,Wallet,Economy,Lucknow,Uttar Pradesh,North,Delivered,46.0,Other,42896.48,48746.0,5849.52,42622.94,0.8744,2024,9,Sep,3,36,Thursday,False,1,0
ORD03008,CUST0319,Customer_319,2024-06-08,Beauty,Makeup,Makeup Item 12,3.0,39919.63,0.27,233.55,Credit Card,Express,Hyderabad,Telangana,South,Delivered,33.0,Male,87423.99,119758.89,32334.9,87190.44,0.728,2024,6,Jun,2,23,Saturday,True,1,0
ORD03009,CUST0118,Customer_118,2024-12-11,Sports,Football,Football Item 1,5.0,24189.96,0.15,19.93,Cash on Delivery,Economy,Mumbai,Maharashtra,West,Delivered,48.0,Other,102807.33,120949.8,18142.47,102787.4,0.8498,2024,12,Dec,4,50,Wednesday,False,1,0
ORD03010,CUST0635,Customer_635,2024-04-24,Home & Kitchen,Cookware,Cookware Item 12,5.0,25948.52,0.37,30.91,Cash on Delivery,Standard,Delhi,Delhi,North,Cancelled,18.0,Male,81737.84,129742.6,48004.76,81706.93,0.6298,2024,4,Apr,2,17,Wednesday,False,0,0
ORD03011,CUST0600,Customer_600,2024-02-01,Electronics,Cameras,Cameras Item 12,3.0,8045.9,0.09,39.1,UPI,Standard,Kolkata,West Bengal,East,Delivered,39.0,Other,21965.31,24137.7,2172.39,21926.21,0.9084,2024,2,Feb,1,5,Thursday,False,1,0
ORD03012,CUST0128,Customer_128,2024-01-28,Clothing,Accessories,Accessories Item 12,1.0,46966.25,0.23,402.54,Wallet,Same Day,Chennai,Tamil Nadu,South,Delivered,34.0,Other,36164.01,46966.25,10802.24,35761.47,0.7614,2024,1,Jan,1,4,Sunday,True,1,0
ORD03013,CUST0354,Customer_354,2024-10-20,Books,Comics,Comics Item 36,2.0,34686.57,0.05,437.85,Debit Card,Express,Delhi,Delhi,North,Delivered,39.0,Male,65904.48,69373.14,3468.66,65466.63,0.9437,2024,10,Oct,4,42,Sunday,True,1,0
ORD03014,CUST0077,Customer_77,2024-02-28,Home & Kitchen,Furniture,Furniture Item 27,4.0,8564.52,0.14,367.99,Credit Card,Economy,Bengaluru,Karnataka,South,Cancelled,46.0,Male,29461.95,34258.08,4796.13,29093.96,0.8493,2024,2,Feb,1,9,Wednesday,False,0,0
ORD03015,CUST0531,Customer_531,2024-06-06,Clothing,Kids,Kids Item 15,4.0,43111.36,0.06,132.57,Net Banking,Same Day,Hyderabad,Telangana,South,Cancelled,55.0,Female,162098.71,172445.44,10346.73,161966.14,0.9392,2024,6,Jun,2,23,Thursday,False,0,0
ORD03016,CUST0491,Customer_491,2024-11-30,Electronics,Tablets,Tablets Item 5,5.0,7898.72,0.0,130.89,Credit Card,Economy,Bengaluru,Karnataka,South,Delivered,59.0,Female,39493.6,39493.6,0.0,39362.71,0.9967,2024,11,Nov,4,48,Saturday,True,1,0
ORD03017,CUST0742,Customer_742,2024-02-06,Electronics,Laptops,Laptops Item 11,4.0,24483.83,0.15,345.17,Net Banking,Express,Pune,Maharashtra,West,Delivered,46.0,Other,83245.02,97935.32,14690.3,82899.85,0.8465,2024,2,Feb,1,6,Tuesday,False,1,0
ORD03018,CUST0783,Customer_783,2024-10-23,Clothing,Women's Wear,Women's Wear Item 22,1.0,15226.67,0.09,61.05,Debit Card,Standard,Mumbai,Maharashtra,West,Pending,51.0,Male,13856.27,15226.67,1370.4,13795.22,0.906,2024,10,Oct,4,43,Wednesday,False,0,0
ORD03019,CUST0082,Customer_82,2024-04-27,Electronics,Tablets,Tablets Item 48,5.0,23159.56,0.23,259.74,Credit Card,Same Day,Hyderabad,Telangana,South,Delivered,50.0,Female,89164.31,115797.8,26633.49,88904.57,0.7678,2024,4,Apr,2,17,Saturday,True,1,0
ORD03020,CUST0008,Customer_8,2024-01-08,Sports,Fitness,Fitness Item 30,4.0,40678.97,0.3,308.31,Cash on Delivery,Same Day,Lucknow,Uttar Pradesh,North,Delivered,55.0,Male,113901.12,162715.88,48814.76,113592.81,0.6981,2024,1,Jan,1,2,Monday,False,1,0
ORD03021,CUST0316,Customer_316,2024-02-04,Clothing,Accessories,Accessories Item 38,2.0,6170.85,0.29,313.55,UPI,Same Day,Kolkata,West Bengal,East,Delivered,60.0,Female,8762.61,12341.7,3579.09,8449.06,0.6846,2024,2,Feb,1,5,Sunday,True,1,0
ORD03022,CUST0382,Customer_382,2024-10-11,Home & Kitchen,Cookware,Cookware Item 1,5.0,25948.52,0.32,457.19,Cash on Delivery,Economy,Bengaluru,Karnataka,South,Delivered,33.0,Other,88224.97,129742.6,41517.63,87767.78,0.6765,2024,10,Oct,4,41,Friday,False,1,0
ORD03023,CUST0295,Customer_295,2024-12-11,Beauty,Tools,Tools Item 22,4.0,34916.51,0.22,224.28,Debit Card,Standard,Pune,Maharashtra,West,Pending,45.0,Female,108939.51,139666.04,30726.53,108715.23,0.7784,2024,12,Dec,4,50,Wednesday,False,0,0
ORD03024,CUST0483,Customer_483,2024-09-25,Clothing,Women's Wear,Women's Wear Item 34,1.0,40396.21,0.29,5.78,Cash on Delivery,Economy,Chennai,Tamil Nadu,South,Delivered,36.0,Male,28681.31,40396.21,11714.9,28675.53,0.7099,2024,9,Sep,3,39,Wednesday,False,1,0
ORD03025,CUST0710,Customer_710,2024-02-15,Electronics,Tablets,Tablets Item 22,3.0,33910.04,0.03,143.74,Credit Card,Economy,Jaipur,Rajasthan,North,Delivered,29.0,Male,98678.22,101730.12,3051.9,98534.48,0.9686,2024,2,Feb,1,7,Thursday,False,1,0
ORD03026,CUST0632,Customer_632,2024-01-08,Books,Comics,Comics Item 27,1.0,23965.65,0.11,258.8,Net Banking,Standard,Delhi,Delhi,North,Cancelled,42.0,Other,21329.43,23965.65,2636.22,21070.63,0.8792,2024,1,Jan,1,2,Monday,False,0,0
ORD03027,CUST0705,Customer_705,2024-10-23,Home & Kitchen,Appliances,Appliances Item 22,1.0,38531.03,0.19,96.31,Wallet,Same Day,Hyderabad,Telangana,South,Delivered,32.0,Other,31210.13,38531.03,7320.9,31113.82,0.8075,2024,10,Oct,4,43,Wednesday,False,1,0
ORD03028,CUST0275,Customer_275,2024-04-10,Books,Self-Help,Self-Help Item 43,2.0,12272.72,0.11,283.48,Net Banking,Economy,Kolkata,West Bengal,East,Returned,21.0,Other,21845.44,24545.44,2700.0,21561.96,0.8785,2024,4,Apr,2,15,Wednesday,False,0,1
ORD03029,CUST0526,Customer_526,2024-10-07,Books,Fiction,Fiction Item 14,3.0,7128.76,0.34,368.66,Cash on Delivery,Express,Jaipur,Rajasthan,North,Cancelled,31.0,Female,14114.94,21386.28,7271.34,13746.28,0.6428,2024,10,Oct,4,41,Monday,False,0,0
ORD03030,CUST0307,Customer_307,2024-07-08,Books,Self-Help,Self-Help Item 33,3.0,46515.21,0.12,208.91,Debit Card,Economy,Pune,Maharashtra,West,Cancelled,58.0,Male,122800.15,139545.63,16745.48,122591.24,0.8785,2024,7,Jul,3,28,Monday,False,0,0
ORD03031,CUST0502,Customer_502,2024-03-30,Electronics,Smartphones,Smartphones Item 28,1.0,32557.59,0.23,363.46,Wallet,Same Day,Jaipur,Rajasthan,North,Returned,28.0,Other,25069.34,32557.59,7488.25,24705.88,0.7588,2024,3,Mar,1,13,Saturday,True,0,1
ORD03032,CUST0752,Customer_752,2024-01-25,Books,Fiction,Fiction Item 28,1.0,27276.4,0.17,290.79,Wallet,Same Day,Pune,Maharashtra,West,Delivered,55.0,Other,22639.41,27276.4,4636.99,22348.62,0.8193,2024,1,Jan,1,4,Thursday,False,1,0
ORD03033,CUST0525,Customer_525,2024-06-07,Electronics,Headphones,Headphones Item 30,1.0,14850.07,0.2,243.9,UPI,Standard,Delhi,Delhi,North,Returned,28.0,Female,11880.06,14850.07,2970.01,11636.16,0.7836,2024,6,Jun,2,23,Friday,False,0,1
ORD03034,CUST0236,Customer_236,2024-08-04,Home & Kitchen,Appliances,Appliances Item 6,4.0,41286.05,0.36,2.45,Net Banking,Express,Hyderabad,Telangana,South,Delivered,53.0,Other,105692.29,165144.2,59451.91,105689.84,0.64,2024,8,Aug,3,31,Sunday,True,1,0
ORD03035,CUST0029,Customer_29,2024-12-24,Sports,Fitness,Fitness Item 41,3.0,26493.725,0.06,42.94,Cash on Delivery,Economy,Hyderabad,Telangana,South,Pending,39.0,Male,74712.3,79481.17,4768.87,74669.36,0.9395,2024,12,Dec,4,52,Tuesday,False,0,0
ORD03036,CUST0262,Customer_262,2024-08-22,Clothing,Men's Wear,Men's Wear Item 25,5.0,37056.45,0.28,225.17,UPI,Same Day,Lucknow,Uttar Pradesh,North,Cancelled,38.0,Male,133403.22,185282.25,51879.03,133178.05,0.7188,2024,8,Aug,3,34,Thursday,False,0,0
ORD03037,CUST0225,Customer_225,2024-01-06,Books,Non-Fiction,Non-Fiction Item 12,1.0,11175.21,0.0,228.15,UPI,Express,Hyderabad,Telangana,South,Pending,20.0,Male,11175.21,11175.21,0.0,10947.06,0.9796,2024,1,Jan,1,1,Saturday,True,0,0
ORD03038,CUST0608,Customer_608,2024-05-27,Beauty,Tools,Tools Item 47,1.0,37613.42,0.04,68.03,Wallet,Same Day,Delhi,Delhi,North,Delivered,40.0,Female,36108.88,37613.42,1504.54,36040.85,0.9582,2024,5,May,2,22,Monday,False,1,0
ORD03039,CUST0046,Customer_46,2024-09-09,Beauty,Haircare,Haircare Item 16,1.0,31602.25,0.31,117.85,UPI,Express,Ahmedabad,Gujarat,West,Delivered,34.0,Male,21805.55,31602.25,9796.7,21687.7,0.6863,2024,9,Sep,3,37,Monday,False,1,0
ORD03040,CUST0727,Customer_727,2024-06-02,Clothing,Women's Wear,Women's Wear Item 6,7.0,38159.58,0.16,17.79,Wallet,Express,Jaipur,Rajasthan,North,Returned,32.0,Male,224378.33,267117.06,42738.73,224360.54,0.8399,2024,6,Jun,2,22,Sunday,True,0,1
ORD03041,CUST0099,Customer_99,2024-10-05,Home & Kitchen,Cookware,Cookware Item 36,3.0,31127.65,0.37,28.36,UPI,Economy,Chennai,Tamil Nadu,South,Cancelled,60.0,Female,58831.26,93382.95,34551.69,58802.9,0.6297,2024,10,Oct,4,40,Saturday,True,0,0
ORD03042,CUST0474,Customer_474,2024-07-03,Books,Self-Help,Self-Help Item 12,3.0,21449.62,0.35,33.25,Cash on Delivery,Standard,Ahmedabad,Gujarat,West,Delivered,23.0,Female,41826.76,64348.86,22522.1,41793.51,0.6495,2024,7,Jul,3,27,Wednesday,False,1,0
ORD03043,CUST0736,Customer_736,2024-05-18,Books,Non-Fiction,Non-Fiction Item 2,2.0,1211.1,0.06,54.61,Cash on Delivery,Express,Lucknow,Uttar Pradesh,North,Delivered,23.0,Other,2276.87,2422.2,145.33,2222.26,0.9175,2024,5,May,2,20,Saturday,True,1,0
ORD03044,CUST0467,Customer_467,2024-09-19,Beauty,Makeup,Makeup Item 32,4.0,10589.74,0.04,357.62,Credit Card,Express,Ahmedabad,Gujarat,West,Returned,50.0,Female,40664.6,42358.96,1694.36,40306.98,0.9516,2024,9,Sep,3,38,Thursday,False,0,1
ORD03045,CUST0607,Customer_607,2024-07-03,Sports,Swimming,Swimming Item 41,2.0,37216.75,0.35,181.75,Wallet,Same Day,Jaipur,Rajasthan,North,Delivered,24.0,Male,48381.78,74433.5,26051.72,48200.03,0.6476,2024,7,Jul,3,27,Wednesday,False,1,0
ORD03046,CUST0246,Customer_246,2024-10-07,Books,Fiction,Fiction Item 17,4.0,6401.4,0.11,1.14,Wallet,Standard,Chennai,Tamil Nadu,South,Delivered,27.0,Other,22788.98,25605.6,2816.62,22787.84,0.89,2024,10,Oct,4,41,Monday,False,1,0
ORD03047,CUST0593,Customer_593,2024-04-08,Electronics,Cameras,Cameras Item 1,2.0,39070.84,0.13,242.89,Net Banking,Express,Pune,Maharashtra,West,Cancelled,36.0,Female,67983.26,78141.68,10158.42,67740.37,0.8669,2024,4,Apr,2,15,Monday,False,0,0
ORD03048,CUST0618,Customer_618,2024-07-18,Electronics,Headphones,Headphones Item 26,3.0,11984.68,0.02,433.2,Cash on Delivery,Express,Bengaluru,Karnataka,South,Delivered,24.0,Male,35234.96,35954.04,719.08,34801.76,0.968,2024,7,Jul,3,29,Thursday,False,1,0
ORD03049,CUST0187,Customer_187,2024-08-22,Home & Kitchen,Decor,Decor Item 41,3.0,18171.21,0.25,338.28,Debit Card,Economy,Mumbai,Maharashtra,West,Cancelled,52.0,Male,40885.22,54513.63,13628.41,40546.94,0.7438,2024,8,Aug,3,34,Thursday,False,0,0
ORD03050,CUST0030,Customer_30,2024-05-17,Clothing,Men's Wear,Men's Wear Item 13,3.0,14939.17,0.23,20.59,UPI,Express,Delhi,Delhi,North,Delivered,44.0,Male,34509.48,44817.51,10308.03,34488.89,0.7695,2024,5,May,2,20,Friday,False,1,0
ORD03051,CUST0426,Customer_426,2024-07-11,Home & Kitchen,Bedding,Bedding Item 13,1.0,18720.79,0.13,224.81,Net Banking,Express,Delhi,Delhi,North,Delivered,56.0,Male,16287.09,18720.79,2433.7,16062.28,0.858,2024,7,Jul,3,28,Thursday,False,1,0
ORD03052,CUST0736,Customer_736,2024-01-24,Electronics,Laptops,Laptops Item 36,5.0,6261.77,0.27,499.26,Credit Card,Standard,Delhi,Delhi,North,Returned,53.0,Other,22855.46,31308.85,8453.39,22356.2,0.7141,2024,1,Jan,1,4,Wednesday,False,0,1
ORD03053,CUST0566,Customer_566,2024-08-19,Electronics,Cameras,Cameras Item 6,1.0,34694.48,0.17,192.78,Net Banking,Same Day,Pune,Maharashtra,West,Delivered,31.0,Other,28796.42,34694.48,5898.06,28603.64,0.8244,2024,8,Aug,3,34,Monday,False,1,0
ORD03054,CUST0144,Customer_144,2024-05-30,Electronics,Laptops,Laptops Item 40,5.0,37319.27,0.04,456.37,Cash on Delivery,Same Day,Ahmedabad,Gujarat,West,Returned,50.0,Male,179132.5,186596.35,7463.85,178676.13,0.9576,2024,5,May,2,22,Thursday,False,0,1
ORD03055,CUST0499,Customer_499,2024-04-01,Sports,Football,Football Item 10,3.0,36096.85,0.01,409.58,Credit Card,Standard,Hyderabad,Telangana,South,Delivered,32.0,Male,107207.64,108290.55,1082.91,106798.06,0.9862,2024,4,Apr,2,14,Monday,False,1,0
ORD03056,CUST0389,Customer_389,2024-12-02,Electronics,Cameras,Cameras Item 4,5.0,47992.61,0.34,30.27,UPI,Standard,Bengaluru,Karnataka,South,Pending,63.0,Female,158375.61,239963.05,81587.44,158345.34,0.6599,2024,12,Dec,4,49,Monday,False,0,0
ORD03057,CUST0309,Customer_309,2024-03-22,Beauty,Fragrances,Fragrances Item 45,4.0,39577.28,0.06,152.84,Credit Card,Standard,Delhi,Delhi,North,Delivered,21.0,Male,148810.57,158309.12,9498.55,148657.73,0.939,2024,3,Mar,1,12,Friday,False,1,0
ORD03058,CUST0633,Customer_633,2024-02-22,Beauty,Fragrances,Fragrances Item 24,2.0,46356.3,0.26,238.28,Debit Card,Economy,Chennai,Tamil Nadu,South,Delivered,23.0,Other,68607.32,92712.6,24105.28,68369.04,0.7374,2024,2,Feb,1,8,Thursday,False,1,0
ORD03059,CUST0795,Customer_795,2024-04-28,Electronics,Smartphones,Smartphones Item 35,4.0,8786.72,0.14,172.03,Cash on Delivery,Standard,Kolkata,West Bengal,East,Cancelled,19.0,Male,30226.32,35146.88,4920.56,30054.29,0.8551,2024,4,Apr,2,17,Sunday,True,0,0
ORD03060,CUST0074,Customer_74,2024-03-08,Home & Kitchen,Furniture,Furniture Item 31,4.0,23136.24,0.32,194.56,Cash on Delivery,Economy,Mumbai,Maharashtra,West,Delivered,24.0,Other,62930.57,92544.96,29614.39,62736.01,0.6779,2024,3,Mar,1,10,Friday,False,1,0
ORD03061,CUST0179,Customer_179,2024-02-17,Home & Kitchen,Bedding,Bedding Item 17,4.0,48642.01,0.07,394.66,Credit Card,Same Day,Chennai,Tamil Nadu,South,Returned,54.0,Other,180948.28,194568.04,13619.76,180553.62,0.928,2024,2,Feb,1,7,Saturday,True,0,1
ORD03062,CUST0492,Customer_492,2024-02-26,Electronics,Laptops,Laptops Item 42,4.0,3551.19,0.17,486.67,Credit Card,Express,Pune,Maharashtra,West,Returned,62.0,Male,11789.95,14204.76,2414.81,11303.28,0.7957,2024,2,Feb,1,9,Monday,False,0,1
ORD03063,CUST0089,Customer_89,2024-06-05,Books,Self-Help,Self-Help Item 34,3.0,32284.18,0.32,1.59,Net Banking,Standard,Chennai,Tamil Nadu,South,Delivered,50.0,Female,65859.73,96852.54,30992.81,65858.14,0.68,2024,6,Jun,2,23,Wednesday,False,1,0
ORD03064,CUST0369,Customer_369,2024-03-20,Clothing,Accessories,Accessories Item 43,4.0,3021.92,0.25,313.49,UPI,Economy,Jaipur,Rajasthan,North,Delivered,54.0,Female,9065.76,12087.68,3021.92,8752.27,0.7241,2024,3,Mar,1,12,Wednesday,False,1,0
ORD03065,CUST0101,Customer_101,2024-02-12,Sports,Fitness,Fitness Item 49,1.0,3563.42,0.31,63.55,Cash on Delivery,Same Day,Hyderabad,Telangana,South,Cancelled,28.0,Other,2458.76,3563.42,1104.66,2395.21,0.6722,2024,2,Feb,1,7,Monday,False,0,0
ORD03066,CUST0394,Customer_394,2024-01-17,Sports,Cycling,Cycling Item 11,5.0,32875.89,0.39,116.1,Debit Card,Same Day,Pune,Maharashtra,West,Pending,61.0,Female,100271.46,164379.45,64107.99,100155.36,0.6093,2024,1,Jan,1,3,Wednesday,False,0,0
ORD03067,CUST0082,Customer_82,2024-08-28,Books,Fiction,Fiction Item 4,4.0,27315.34,0.04,409.29,Net Banking,Express,Hyderabad,Telangana,South,Delivered,36.0,Male,104890.91,109261.36,4370.45,104481.62,0.9563,2024,8,Aug,3,35,Wednesday,False,1,0
ORD03068,CUST0449,Customer_449,2024-05-21,Clothing,Footwear,Footwear Item 42,3.0,34046.95,0.4,379.27,Debit Card,Standard,Kolkata,West Bengal,East,Delivered,62.0,Other,61284.51,102140.85,40856.34,60905.24,0.5963,2024,5,May,2,21,Tuesday,False,1,0
ORD03069,CUST0460,Customer_460,2024-09-28,Books,Comics,Comics Item 44,1.0,47922.51,0.15,281.72,Credit Card,Economy,Kolkata,West Bengal,East,Delivered,42.0,Male,40734.13,47922.51,7188.38,40452.41,0.8441,2024,9,Sep,3,39,Saturday,True,1,0
ORD03070,CUST0117,Customer_117,2024-09-02,Clothing,Footwear,Footwear Item 45,1.0,15235.26,0.19,420.42,UPI,Same Day,Mumbai,Maharashtra,West,Delivered,54.0,Female,12340.56,15235.26,2894.7,11920.14,0.7824,2024,9,Sep,3,36,Monday,False,1,0
ORD03071,CUST0298,Customer_298,2024-02-20,Electronics,Tablets,Tablets Item 1,5.0,25928.08,0.31,134.04,Wallet,Same Day,Chennai,Tamil Nadu,South,Delivered,46.0,Female,89451.88,129640.4,40188.52,89317.84,0.689,2024,2,Feb,1,8,Tuesday,False,1,0
ORD03072,CUST0713,Customer_713,2024-11-10,Sports,Swimming,Swimming Item 7,5.0,1912.95,0.25,231.52,Credit Card,Economy,Delhi,Delhi,North,Delivered,60.0,Female,7173.56,9564.75,2391.19,6942.04,0.7258,2024,11,Nov,4,45,Sunday,True,1,0
ORD03073,CUST0459,Customer_459,2024-05-13,Sports,Fitness,Fitness Item 28,5.0,46532.09,0.05,423.79,Net Banking,Economy,Kolkata,West Bengal,East,Cancelled,25.0,Other,221027.43,232660.45,11633.02,220603.64,0.9482,2024,5,May,2,20,Monday,False,0,0
ORD03074,CUST0571,Customer_571,2024-07-07,Clothing,Men's Wear,Men's Wear Item 45,2.0,32754.51,0.15,305.98,Credit Card,Same Day,Hyderabad,Telangana,South,Delivered,55.0,Male,55682.67,65509.02,9826.35,55376.69,0.8453,2024,7,Jul,3,27,Sunday,True,1,0
ORD03075,CUST0657,Customer_657,2024-02-16,Electronics,Cameras,Cameras Item 50,1.0,19056.99,0.31,423.76,UPI,Standard,Jaipur,Rajasthan,North,Pending,43.0,Female,13149.32,19056.99,5907.67,12725.56,0.6678,2024,2,Feb,1,7,Friday,False,0,0
ORD03076,CUST0713,Customer_713,2024-07-13,Home & Kitchen,Appliances,Appliances Item 25,5.0,15857.31,0.01,96.01,Cash on Delivery,Express,Delhi,Delhi,North,Cancelled,60.0,Other,78493.68,79286.55,792.87,78397.67,0.9888,2024,7,Jul,3,28,Saturday,True,0,0
ORD03077,CUST0226,Customer_226,2024-11-21,Home & Kitchen,Appliances,Appliances Item 18,5.0,40965.1,0.19,22.72,Wallet,Standard,Delhi,Delhi,North,Delivered,46.0,Other,165908.66,204825.5,38916.84,165885.94,0.8099,2024,11,Nov,4,47,Thursday,False,1,0
ORD03078,CUST0208,Customer_208,2024-10-02,Sports,Cricket,Cricket Item 48,1.0,45115.04,0.29,196.23,Net Banking,Express,Mumbai,Maharashtra,West,Cancelled,27.0,Other,32031.68,45115.04,13083.36,31835.45,0.7057,2024,10,Oct,4,40,Wednesday,False,0,0
ORD03079,CUST0453,Customer_453,2024-08-06,Beauty,Makeup,Makeup Item 3,2.0,5982.97,0.0,282.7,Net Banking,Economy,Hyderabad,Telangana,South,Returned,35.0,Other,11965.94,11965.94,0.0,11683.24,0.9764,2024,8,Aug,3,32,Tuesday,False,0,1
ORD03080,CUST0510,Customer_510,2024-04-19,Electronics,Headphones,Headphones Item 33,1.0,12063.26,0.13,120.87,Wallet,Express,Lucknow,Uttar Pradesh,North,Delivered,53.0,Other,10495.04,12063.26,1568.22,10374.17,0.86,2024,4,Apr,2,16,Friday,False,1,0
ORD03081,CUST0453,Customer_453,2024-01-27,Home & Kitchen,Bedding,Bedding Item 5,3.0,47160.34,0.28,244.06,Net Banking,Express,Delhi,Delhi,North,Returned,51.0,Male,101866.33,141481.02,39614.69,101622.27,0.7183,2024,1,Jan,1,4,Saturday,True,0,1
ORD03082,CUST0150,Customer_150,2024-01-01,Electronics,Headphones,Headphones Item 32,2.0,34655.81,0.21,268.82,Credit Card,Economy,Ahmedabad,Gujarat,West,Returned,22.0,Male,54756.18,69311.62,14555.44,54487.36,0.7861,2024,1,Jan,1,1,Monday,False,0,1
